SNF2.1	SNF2.10	SNF2.11	SNF2.12	SNF2.13	SNF2.14	SNF2.15	SNF2.16	SNF2.17	SNF2.18	SNF2.19	SNF2.2	SNF2.20	SNF2.21	SNF2.22	SNF2.23	SNF2.24	SNF2.25	SNF2.26	SNF2.27	SNF2.28	SNF2.29	SNF2.3	SNF2.30	SNF2.31	SNF2.32	SNF2.33	SNF2.34	SNF2.35	SNF2.36	SNF2.37	SNF2.38	SNF2.39	SNF2.4	SNF2.40	SNF2.41	SNF2.42	SNF2.43	SNF2.44	SNF2.45	SNF2.46	SNF2.47	SNF2.48	SNF2.5	SNF2.6	SNF2.7	SNF2.8	SNF2.9	WT.1	WT.10	WT.11	WT.12	WT.13	WT.14	WT.15	WT.16	WT.17	WT.18	WT.19	WT.2	WT.20	WT.21	WT.22	WT.23	WT.24	WT.25	WT.26	WT.27	WT.28	WT.29	WT.3	WT.30	WT.31	WT.32	WT.33	WT.34	WT.35	WT.36	WT.37	WT.38	WT.39	WT.4	WT.40	WT.41	WT.42	WT.43	WT.44	WT.45	WT.46	WT.47	WT.48	WT.5	WT.6	WT.7	WT.8	WT.9
YER072W	1147	860	1073	788	844	972	942	918	1141	965	856	952	997	1016	815	739	1468	1113	1193	782	958	953	901	765	1027	1169	1335	890	800	1198	881	889	1727	1158	830	1243	896	1157	983	978	999	1005	939	823	1193	1352	929	967	1345	1617	1668	1662	1778	2129	1449	1251	1532	1466	1990	1650	1538	1830	2173	1480	1552	1991	1868	1988	2078	1684	1517	2200	1841	1401	1907	2791	1259	2248	1906	1601	1296	2300	2564	2000	1455	1376	1736	2348	1213	2602	1689	1705	2762	1704	2195	2055
YER073W	1871	1790	1822	1191	1339	1927	1409	1480	2020	1605	1345	1774	1530	2197	1469	1737	3258	1058	1615	1335	1435	1448	1908	1234	1141	1916	1942	1392	1260	1488	1279	1491	2634	1708	1373	1773	1295	1763	1345	1497	1793	1461	1430	1382	1423	2224	1321	2002	1879	1958	1300	1738	2022	3237	2242	1065	2030	2000	2500	1543	1676	1836	2268	1768	1505	1548	2295	2203	1652	1474	1720	3428	1986	1553	1470	1362	1586	1169	2272	1837	1759	2764	3549	1851	1840	1673	2067	2566	1640	2613	2190	1392	2987	2175	2563	1897
YER074W	6547	6531	7652	5463	1236	6176	6152	5614	7288	5341	4809	6042	6388	6960	4745	5040	9779	5440	6291	4556	5264	5210	5676	5302	5416	6409	8005	7117	2325	6532	5172	6740	10610	7252	6018	6792	4360	6698	5581	6009	5825	6004	5475	4703	1100	7493	5908	7542	3688	5458	4600	6546	6050	5926	5634	4322	2742	5016	6681	5800	4175	1354	3358	5028	6004	1914	6286	7197	1783	5970	4311	7019	5834	4782	7745	7931	4308	7584	7990	5422	5658	7137	7535	8007	5175	4241	5071	8096	3973	9276	5628	6325	10120	6024	6739	6658
YER074W-A	353	196	323	251	312	250	196	318	373	235	222	275	255	296	243	269	379	186	341	177	231	342	213	230	190	319	327	303	305	228	231	299	459	353	256	289	195	308	291	287	268	307	290	237	423	347	241	352	82	156	134	169	157	230	164	88	180	128	181	198	129	211	305	141	195	286	160	193	255	163	160	269	149	138	178	323	97	242	113	107	141	236	225	211	149	157	115	176	119	211	189	186	265	148	151	138
YER075C	153	100	143	96	156	145	77	175	122	111	73	74	120	126	105	112	157	82	108	83	96	92	116	97	83	133	173	113	111	84	121	90	176	132	98	114	85	119	125	86	117	143	90	85	144	172	113	146	52	150	55	139	147	127	71	79	80	104	96	175	55	131	304	164	159	262	85	170	213	157	82	119	147	72	178	90	124	115	120	57	88	118	123	172	93	65	74	218	69	163	96	189	361	116	85	92
YER076C	198	140	200	161	129	184	207	224	209	201	138	216	173	154	148	125	268	234	226	117	193	189	180	128	203	229	254	148	160	199	167	176	320	181	168	272	142	191	193	162	184	207	150	158	185	274	208	177	128	144	170	143	177	189	152	93	140	140	174	121	127	142	193	125	156	181	153	141	157	144	123	214	134	136	182	177	103	141	200	150	127	248	219	169	133	124	154	208	135	202	175	132	235	156	185	198
YER077C	245	234	205	181	370	287	141	280	215	222	154	187	235	218	150	206	312	196	246	172	185	171	194	189	193	246	331	203	163	185	249	151	364	287	186	288	167	250	275	184	240	256	185	156	500	328	195	221	87	226	117	196	240	180	146	107	203	188	177	209	118	311	379	197	243	412	183	242	377	212	164	242	207	106	223	218	178	255	165	100	158	188	215	228	164	126	119	274	121	306	164	220	433	181	192	161
YER078C	471	359	396	334	447	527	293	429	431	430	279	370	437	390	273	356	601	322	474	289	301	358	359	325	334	444	605	409	311	317	448	307	683	509	349	443	325	438	458	359	415	392	338	294	381	601	355	437	186	274	189	254	336	324	223	175	298	292	277	246	188	224	405	271	244	307	294	330	298	264	187	320	280	182	285	306	224	282	256	187	207	309	390	289	251	204	218	341	170	324	247	238	490	290	253	287
YER078W-A	5	0	1	3	3	3	0	2	1	6	1	2	2	2	0	3	0	0	1	1	0	4	1	2	1	2	4	0	2	1	2	0	2	1	6	0	1	3	2	4	1	3	1	2	14	4	0	3	0	0	1	2	1	1	2	1	3	0	0	2	1	2	4	0	0	8	1	1	2	2	2	2	1	0	1	1	0	1	1	1	0	0	2	1	1	0	0	0	2	1	1	2	3	0	0	0
YER079W	697	272	635	455	1277	522	483	671	656	526	445	546	546	485	401	499	528	523	660	298	491	549	480	529	419	561	734	596	564	458	539	531	1052	790	572	655	409	555	662	544	492	575	416	434	1855	839	508	636	137	224	218	262	248	379	244	179	377	273	322	299	202	802	570	214	242	615	338	275	563	279	285	396	239	289	305	250	237	233	326	223	231	374	431	326	262	313	209	317	186	373	342	226	453	271	322	262
YER080W	1009	768	855	646	1085	878	530	775	885	756	643	843	648	999	700	832	1297	406	801	657	693	843	854	624	460	1000	1127	784	837	609	813	688	1446	1079	774	730	643	853	811	721	940	856	763	657	1314	1234	600	998	369	570	268	394	682	779	463	302	554	593	537	530	366	885	930	513	500	799	597	664	725	434	483	1060	583	368	533	446	495	401	343	318	376	669	852	629	506	566	310	594	405	714	513	472	1059	553	480	545
YER081W	5128	4522	5764	3519	2753	5100	4999	5053	5799	4161	3838	4916	4175	5473	4183	4741	8394	3605	4642	4020	4357	4346	5194	3598	3739	5515	6239	4584	3671	4892	4214	4710	7887	5186	3832	4559	4108	5203	3976	4755	5420	4345	4306	4202	3267	6033	4289	5791	280	422	339	391	482	589	335	298	406	370	452	390	294	318	516	429	481	356	421	416	342	423	333	623	416	317	502	381	427	355	409	369	334	454	529	448	326	349	366	623	281	595	358	468	795	412	507	371
YER082C	256	261	240	209	224	286	135	314	255	247	168	188	242	301	172	217	393	176	236	225	184	194	226	219	204	263	431	334	181	185	305	216	415	283	221	220	169	207	229	221	315	311	236	135	246	350	214	280	178	406	185	349	442	246	246	236	184	289	223	364	158	253	561	404	422	500	283	595	490	384	157	321	450	139	412	218	353	340	324	159	314	267	314	477	271	153	220	604	149	597	183	416	760	433	331	323
YER083C	847	474	662	556	770	674	656	668	786	654	592	662	669	638	582	480	863	572	826	484	581	657	595	558	529	766	770	636	621	646	612	552	1142	874	633	887	569	808	796	584	649	705	616	596	1290	1010	616	693	354	384	382	341	470	620	378	265	500	399	505	440	384	722	665	363	412	649	465	488	573	430	372	680	449	346	464	429	324	380	537	400	353	576	662	439	366	377	370	590	329	612	527	435	731	432	484	525
YER084W	70	7	49	48	109	31	34	51	50	50	46	45	43	33	33	30	28	69	58	39	32	48	34	42	41	49	65	45	45	38	47	39	82	71	42	85	42	70	74	46	34	60	29	40	266	67	45	53	13	15	12	16	16	18	11	10	16	19	21	16	9	55	34	16	11	40	13	25	40	19	9	8	18	12	15	11	13	19	34	8	19	23	22	13	19	17	15	36	11	25	20	20	22	14	16	22
YER085C	17	6	9	7	9	12	4	11	9	12	11	17	10	7	5	10	11	6	8	5	5	12	6	2	1	8	5	10	8	6	13	2	16	9	7	13	5	10	13	7	10	13	6	7	31	12	6	13	3	6	1	2	6	9	6	1	4	3	5	3	1	7	6	2	1	7	4	4	4	2	3	6	5	5	4	3	3	5	0	3	1	6	8	3	4	4	4	2	0	8	9	3	3	3	3	2
YER086W	1562	1275	1446	982	1125	1452	1265	1485	1578	1256	1109	1275	1175	1486	1076	1229	2254	1119	1388	1067	1197	1119	1311	1054	1179	1421	1804	1294	921	1202	1188	1207	2220	1492	1188	1385	1118	1372	1230	1194	1355	1285	1116	1062	1103	1727	1276	1466	845	1174	943	1244	1518	1541	1125	943	1064	1155	1372	1313	962	1046	1659	1212	1373	1223	1232	1536	1213	1280	932	1702	1478	876	1583	882	1087	920	1333	952	1145	1571	1753	1478	936	974	1215	1922	832	1721	1155	1305	2278	1493	1399	1327
YER087C-B	662	537	611	533	683	548	375	552	664	494	442	485	519	718	470	609	916	283	560	403	454	584	501	449	320	647	826	652	603	445	544	564	887	694	521	507	368	615	600	555	593	646	512	450	362	888	390	758	208	382	223	374	474	508	364	214	505	384	407	469	288	484	936	356	508	608	366	428	567	401	425	637	381	324	447	515	373	474	342	267	332	543	578	550	394	429	193	411	304	551	430	438	837	387	333	378
YER087W	266	195	221	197	162	254	185	238	244	230	179	201	195	222	188	192	383	207	278	163	160	205	198	150	171	227	303	175	162	186	225	174	365	232	195	262	153	209	229	189	247	225	184	185	226	308	184	250	152	165	122	143	208	236	159	118	162	181	190	161	133	183	211	159	160	163	194	168	172	156	148	286	167	152	175	202	154	159	134	157	136	230	247	194	163	151	176	216	119	236	158	175	276	169	197	174
YER088C	3261	1746	3633	2253	3922	2602	2774	3027	3036	2618	2059	3181	3205	2738	2244	2609	3511	2839	3117	2157	2775	2721	2691	2178	2231	3107	3292	2520	2973	2694	2529	3079	5046	3771	2826	3380	2327	3012	2850	2538	2810	2482	2355	2320	5340	4242	2560	3368	1429	1661	1509	1776	1891	1963	1794	972	2124	1809	1959	1522	1327	3187	2830	1642	1374	2979	2055	2003	2662	1641	1305	2708	1823	1343	1748	704	1434	933	2921	1624	1659	2225	2975	2152	1649	1539	2078	2548	1133	2659	1933	1399	3078	1935	2351	1723
YER089C	1311	1152	1324	1049	1106	1515	1170	1225	1344	1233	923	1317	1488	1301	801	880	1963	1448	1523	913	1103	963	1275	1003	1252	1276	1635	1207	1050	1484	1206	1071	2308	1528	1275	1569	1116	1456	1278	914	1218	1204	940	898	1399	1928	1158	1178	1024	1003	895	1013	1111	1126	976	688	971	993	1133	821	871	807	1234	920	720	1101	1241	1248	951	928	709	1312	1043	707	945	817	783	882	1867	956	948	1175	1552	1176	1008	697	1229	1576	648	1469	932	883	1793	1038	1452	970
YER090W	1136	1048	1380	1016	731	1259	1078	1051	1434	1042	926	1145	1204	1194	844	940	1781	1218	1288	866	999	960	1120	923	1000	1292	1453	1204	749	1223	1013	1089	1932	1303	1016	1232	980	1246	1036	1055	1191	1033	1021	907	623	1526	988	1360	662	745	717	717	837	1119	788	521	706	791	954	767	650	491	962	690	771	664	966	892	739	756	606	1320	892	627	937	1006	642	868	958	760	764	980	1231	967	712	713	799	1088	552	1217	842	795	1300	822	975	868
YER091C	4846	4553	4346	3071	1970	4852	4114	4388	5185	3644	3922	3981	4107	4993	3252	3427	7625	3358	4453	3041	3635	3896	4379	3168	3509	4750	5570	4478	2548	3800	3703	3649	6624	4629	3538	4250	3160	4442	4225	3795	4403	4552	3712	3431	1752	5481	4081	4871	2400	824	981	825	1068	4368	2439	670	1838	1091	2448	860	2511	775	1021	887	1117	657	1501	842	742	907	1061	8248	887	2668	964	778	897	545	1348	2671	1143	2674	3053	868	1098	3561	2324	1371	905	1230	1924	859	1604	1347	1270	1009
YER092W	436	275	454	321	435	341	460	339	587	324	355	410	370	370	298	349	559	368	385	293	379	364	372	287	351	429	427	442	364	422	302	480	641	393	392	434	339	473	323	423	317	409	403	366	693	479	388	479	141	183	170	185	199	280	227	136	206	169	245	214	158	283	347	163	171	316	232	201	311	187	190	385	185	227	219	276	145	220	189	210	204	275	245	225	174	230	185	219	128	235	189	213	319	172	192	187
YER093C	380	324	356	268	448	423	221	387	352	367	257	316	309	401	256	336	560	235	349	253	304	338	384	315	200	407	469	371	299	276	381	320	579	428	347	308	292	400	423	289	379	363	323	237	468	481	230	445	165	319	143	273	338	289	202	145	288	236	223	274	149	415	478	286	329	454	301	323	398	280	224	396	303	168	316	205	276	207	232	158	203	323	379	353	240	205	179	344	197	410	236	241	571	257	252	231
YER093C-A	182	77	153	100	163	124	145	161	185	116	103	132	148	117	119	71	163	169	154	103	142	148	120	97	133	170	151	131	155	143	112	115	236	182	135	173	115	172	165	129	112	160	122	99	190	162	131	150	47	87	99	79	85	109	69	59	110	72	119	87	69	142	127	66	75	120	92	81	110	84	83	97	77	85	99	142	61	130	116	77	51	147	128	90	64	102	82	118	64	119	116	81	128	87	107	94
YER094C	2173	1998	1861	1452	1251	2129	1739	1788	2088	1902	1586	1909	1831	2037	1434	1556	3089	2081	2197	1586	1657	1610	2055	1309	1822	2067	2502	1671	1298	2071	1657	1550	3174	2172	1575	2433	1593	2106	1673	1589	1904	1783	1611	1475	1246	2805	1839	1785	1252	1348	1265	1118	1492	1759	1235	949	1273	1378	1784	1193	1200	1002	1495	1253	1050	1173	1537	1611	1107	1320	1126	2118	1550	995	1424	1671	1053	1428	1816	1331	1062	1853	2014	1254	1146	1143	1549	2000	1044	1881	1380	1192	2210	1347	1825	1688
YER095W	1076	643	746	699	549	897	821	791	930	836	853	807	871	734	537	601	1136	984	1079	454	684	719	855	590	886	877	1008	773	496	755	625	594	1409	960	746	1133	570	883	821	615	584	751	473	614	415	1285	876	653	441	431	463	363	406	721	476	300	462	398	649	371	411	252	474	365	370	339	526	480	414	432	391	823	482	374	469	401	317	330	633	550	373	557	731	387	404	443	595	584	345	558	521	376	674	417	670	515
YER096W	38	24	34	25	45	33	22	39	41	39	23	32	29	25	31	19	47	21	52	25	27	38	31	23	18	30	48	31	28	26	29	29	45	46	27	40	27	24	39	28	22	29	26	29	52	42	19	34	11	11	15	22	24	33	16	12	27	12	18	17	18	21	32	10	25	23	18	17	23	17	20	39	12	12	11	27	17	16	19	11	21	23	35	18	16	29	12	36	12	27	19	19	39	20	17	22
YER098W	485	307	387	291	500	448	255	422	395	400	280	377	357	386	267	385	521	245	437	298	311	368	407	319	257	407	536	351	328	273	396	311	670	526	376	367	329	392	440	287	382	393	324	266	532	623	301	463	165	240	130	201	296	314	210	127	267	277	244	248	156	312	409	207	214	317	291	275	312	212	203	341	256	176	208	140	204	111	218	150	203	320	381	260	243	241	179	293	177	339	255	200	478	206	219	195
YER099C	451	326	461	342	331	444	391	464	468	387	328	404	473	395	268	284	512	566	500	258	345	326	372	317	388	381	519	405	292	405	358	332	667	472	344	513	285	392	398	346	344	378	327	322	331	582	419	399	229	372	360	404	359	394	303	264	276	341	392	343	256	322	461	309	343	338	420	432	385	376	281	377	379	236	445	434	284	386	407	314	305	385	477	419	272	254	379	535	243	562	323	359	606	366	486	418
YER100W	540	439	416	365	666	536	359	520	573	431	388	372	409	574	359	360	746	342	524	389	443	420	462	355	348	537	685	515	406	368	517	395	781	570	406	519	404	554	517	445	534	549	433	379	1199	689	378	527	259	382	281	328	472	495	330	276	419	381	420	409	263	746	731	393	439	736	391	475	699	366	332	538	415	262	449	461	374	380	340	270	315	476	480	456	343	345	273	522	263	533	391	453	820	386	326	396
YER101C	131	110	136	85	103	132	83	143	121	134	99	103	115	112	98	110	165	96	112	88	88	122	119	88	77	128	134	99	105	99	123	112	205	122	108	125	84	133	127	101	138	139	98	82	128	168	81	122	68	70	58	70	99	93	72	45	95	105	100	98	50	79	113	90	96	127	84	116	88	77	78	107	91	56	105	107	81	87	84	68	77	124	158	89	64	77	56	115	48	124	63	64	152	82	71	70
YER102W	8210	8529	8590	6557	2246	8685	6322	7333	8731	7162	5705	7009	7421	8679	5684	6671	13857	5729	7884	6077	6108	6330	7554	6251	5571	7516	10264	8031	3509	7280	6997	7204	12647	9145	7086	7539	5884	7758	7561	6879	8170	7550	6423	5742	1618	9635	6326	9096	4696	7205	5059	7837	8711	7858	6763	5009	4624	6996	7347	7756	5145	2406	5952	7407	8313	3627	7799	9661	3790	7953	5832	8760	7545	5520	9245	9752	5997	9867	8524	5707	6871	9265	10199	10625	6883	5749	5599	10696	4627	11740	7101	7995	13921	8046	7954	7195
YER103W	337	308	257	207	208	348	209	320	292	323	229	276	281	319	188	242	445	265	338	184	223	263	311	214	207	285	346	238	193	210	236	216	481	350	275	309	206	259	308	225	248	279	217	184	308	397	230	273	171	224	191	212	247	410	267	138	287	241	313	229	204	191	312	239	204	241	304	270	258	203	209	918	218	214	258	228	193	162	300	226	223	366	438	230	207	570	268	278	194	330	309	196	396	228	282	239
YER104W	97	60	95	69	80	81	75	106	98	85	70	80	70	72	63	87	125	84	91	56	95	91	91	83	51	103	95	104	69	64	71	85	133	98	88	104	73	101	87	68	81	77	74	74	67	105	92	86	35	54	67	50	66	72	65	32	59	49	95	45	36	68	116	55	56	82	47	76	101	68	50	71	68	44	56	72	51	53	50	53	44	72	86	67	58	56	47	65	46	76	68	70	105	59	63	57
YER105C	632	506	542	430	459	638	358	582	550	572	389	526	522	612	399	522	849	354	525	425	442	533	573	446	326	561	716	480	436	490	528	474	899	680	486	490	437	535	512	474	605	536	425	372	470	806	383	625	291	608	316	478	715	519	406	279	465	529	438	497	299	462	842	555	502	643	601	641	614	485	431	676	601	346	575	380	497	390	378	283	419	551	698	654	493	349	344	737	325	760	393	493	1082	548	487	467
YER106W	5	2	6	1	5	6	4	4	1	6	4	4	4	6	0	2	8	0	4	1	2	8	7	4	2	2	9	4	5	1	5	3	3	5	5	3	4	3	5	4	2	5	0	3	0	10	3	0	7	1	0	0	3	1	1	1	4	0	1	4	1	1	6	6	6	1	2	5	5	1	4	2	3	2	0	1	4	4	2	0	2	3	5	2	0	7	2	5	2	0	2	3	8	4	3	1
YER107C	667	405	582	490	338	548	526	640	564	509	437	518	623	531	444	418	731	563	653	349	452	438	436	479	517	602	760	566	389	542	558	495	1008	676	486	698	417	570	545	498	521	568	427	392	411	753	536	580	328	542	445	523	594	513	381	338	404	482	528	563	357	342	597	471	482	464	536	622	473	500	333	603	546	338	541	415	384	468	628	377	410	551	655	593	427	288	510	860	304	757	426	486	889	533	593	489
YER109C	432	270	302	282	616	378	217	414	390	350	315	308	323	390	277	287	546	221	409	264	296	354	325	311	264	442	518	337	311	248	335	293	608	425	348	363	260	334	387	279	367	401	330	244	977	582	298	398	144	264	131	189	264	262	167	145	258	221	234	223	132	445	445	239	279	495	243	273	423	240	180	362	267	121	225	125	209	148	219	123	199	228	305	265	181	160	127	293	149	316	210	267	492	249	232	245
YER110C	938	937	964	729	709	1028	735	1032	975	863	675	770	861	1050	676	774	1444	627	789	716	671	678	847	789	633	874	1370	982	737	773	809	756	1391	1025	851	848	576	806	828	813	898	904	761	539	785	1092	691	1076	619	1345	673	1298	1562	1028	830	964	899	1129	983	1343	628	879	2096	1185	1565	1469	1081	1615	1567	1433	788	938	1428	588	1828	957	1281	1091	1084	655	1110	1205	1239	1812	929	545	762	1980	616	1874	914	1459	2636	1460	1052	1173
YER111C	313	168	241	220	435	320	114	269	241	272	209	229	256	269	156	289	357	133	324	193	184	285	263	231	133	281	376	285	218	164	259	193	494	428	254	207	206	204	245	198	286	258	196	172	565	559	161	286	93	150	73	135	173	169	104	52	145	138	132	128	84	276	255	161	150	244	148	168	268	132	119	266	132	95	101	60	138	73	102	89	81	149	225	162	170	97	92	166	73	209	110	119	299	120	134	90
YER112W	630	198	560	502	1087	390	401	610	600	425	447	439	544	394	349	507	349	528	599	307	437	473	313	496	407	549	733	604	750	488	477	485	1008	723	543	604	335	573	581	509	387	630	494	415	873	804	435	595	240	354	367	400	426	468	372	216	453	390	410	463	287	789	977	350	405	993	437	413	900	441	326	636	367	323	457	334	372	400	429	294	333	497	589	551	397	329	346	478	209	605	359	413	712	393	394	384
YER113C	352	255	353	262	252	346	218	343	317	306	269	294	298	319	244	285	487	241	344	216	253	309	255	239	240	321	450	316	207	247	248	261	515	369	276	302	179	297	300	221	306	315	250	209	211	404	240	349	163	261	173	238	284	277	204	154	188	248	230	275	165	186	362	224	275	240	229	305	253	245	203	328	282	138	264	147	209	153	209	161	195	312	331	327	202	167	186	368	180	344	227	244	445	264	253	250
YER114C	635	524	618	396	734	689	486	627	560	594	427	596	605	578	398	481	821	585	618	451	465	457	589	468	480	551	807	579	495	521	553	531	975	701	594	629	459	574	559	464	633	523	435	344	1054	860	450	678	306	533	307	499	589	394	368	278	402	481	405	399	242	675	765	504	438	642	484	612	614	409	306	568	562	252	461	216	375	231	509	302	399	463	559	582	391	261	353	723	251	685	357	379	957	459	492	382
YER115C	217	213	180	169	144	247	147	212	243	192	160	173	176	236	149	170	314	159	229	163	207	214	193	144	156	244	267	157	189	188	225	126	333	221	163	256	135	245	270	220	222	240	225	154	115	283	157	213	88	159	88	155	178	197	126	104	145	131	166	160	85	85	254	180	182	135	164	201	135	184	126	176	138	88	193	233	138	193	155	92	102	214	184	195	136	119	89	212	122	217	170	159	310	120	121	146
YER116C	287	170	254	177	382	230	227	322	291	251	224	220	249	232	194	188	328	292	313	161	226	215	220	194	244	309	327	236	220	210	259	253	396	292	225	297	221	273	252	212	206	223	209	169	586	393	237	237	160	204	163	167	212	240	154	120	189	177	216	173	131	364	292	168	159	284	200	160	290	157	142	252	174	133	194	113	150	101	221	148	151	194	254	208	147	135	181	236	138	251	207	197	328	153	231	188
YER117W	4766	4369	5451	3771	2294	4258	4301	4240	5338	3684	3167	4044	4295	4560	3469	3405	7078	3530	4435	3088	3710	3898	3903	3762	3441	4695	5467	4782	3051	4542	3744	4603	7010	5203	3994	4396	3181	4696	4170	4338	4254	4468	4065	3459	2077	5140	3791	5566	2513	3682	2968	4545	4330	4305	3856	2680	3248	3364	4134	4204	2976	2174	4803	3629	4121	3450	4095	5054	3680	4347	3089	4547	3878	3235	5005	5801	2761	5600	5142	3291	3817	5106	5038	5241	3434	3199	3433	5571	2435	6307	3708	4291	6680	4105	4327	3995
YER118C	513	351	544	422	535	472	437	563	575	477	393	435	509	478	369	364	595	487	533	365	398	397	421	413	402	484	702	478	419	444	487	479	830	565	441	542	398	487	522	438	433	531	408	381	973	646	465	511	209	293	308	375	410	347	282	267	344	323	369	353	200	486	626	348	361	516	417	401	527	355	244	390	321	249	435	343	280	336	384	267	288	421	422	464	324	206	278	492	229	552	381	368	648	315	388	345
YER119C	745	359	590	493	648	583	575	559	708	547	584	608	632	510	459	445	794	708	774	366	547	546	524	438	595	695	628	502	487	562	463	455	1038	745	505	826	533	624	600	474	493	581	429	487	870	832	559	558	326	266	405	279	290	518	346	196	433	312	428	278	336	407	483	286	249	397	453	335	428	278	295	571	319	325	316	337	256	241	542	436	268	529	608	315	306	312	463	421	259	433	371	236	496	308	498	402
YER120W	1763	1527	1661	1356	3002	1837	1236	1574	1722	1580	1226	1455	1538	1715	1178	1233	2579	1075	1802	1234	1233	1397	1568	1280	1155	1648	2119	1573	1521	1386	1521	1333	2689	1950	1569	1649	1240	1627	1691	1371	1654	1628	1312	1127	4906	2439	1296	1799	932	1215	832	1137	1394	1368	1050	764	1299	1166	1171	1162	846	2998	2330	1247	1123	2873	1218	1471	2411	1095	942	1656	1370	881	1223	1204	988	1217	1562	841	978	1399	1780	1343	1146	912	902	1674	821	1682	1116	1074	2302	1133	1292	1258
YER121W	105	38	84	69	77	65	72	63	73	66	50	71	86	59	57	55	93	90	107	37	64	74	56	45	57	80	78	58	55	64	61	68	120	93	62	92	63	89	98	61	57	87	60	69	113	132	86	47	62	30	63	44	49	94	52	27	62	50	81	51	40	93	57	45	19	41	76	53	44	41	57	70	33	62	42	73	23	48	56	62	35	78	88	36	38	88	71	44	41	55	64	40	76	29	75	64
YER122C	1138	889	1118	879	1924	1225	671	1085	1050	1027	812	907	952	1125	720	960	1492	706	1016	756	778	871	947	894	710	1076	1461	1094	1023	777	983	855	1849	1280	903	959	735	1019	1070	826	1064	1025	821	732	3131	1645	781	1209	620	1058	606	882	1210	1027	799	590	975	1039	842	1031	642	2212	2212	998	1042	2137	1011	1206	1934	976	786	1373	1067	705	1150	868	943	787	911	667	788	1040	1386	1253	955	654	651	1280	635	1494	848	1011	2011	1030	980	902
